ID,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,health,absences,G1,G2,G3,curso,alcohol
282,GP,M,17,U,LE3,A,secondary education,5th to 9th grade,teacher,services,home,mother,<15 min,<2 hours,1,no,no,no,no,yes,yes,yes,no,4,4,4,3,19,11,9,10,mat,Si
283,GP,F,18,R,LE3,T,primary education (4th grade),primary education (4th grade),at_home,other,reputation,mother,15 to 30 min.,>10 hours,0,no,yes,yes,yes,yes,yes,no,no,5,2,2,3,1,12,12,12,mat,No
284,GP,F,18,U,GT3,T,primary education (4th grade),primary education (4th grade),other,other,home,mother,15 to 30 min.,2 to 5 hours,0,yes,no,no,yes,yes,yes,yes,no,5,4,4,4,4,8,9,10,mat,No
285,GP,F,17,U,GT3,T,5th to 9th grade,5th to 9th grade,other,other,course,mother,<15 min,2 to 5 hours,0,no,yes,no,no,no,yes,yes,no,5,4,5,5,4,10,9,11,mat,No
286,GP,M,17,U,GT3,T,primary education (4th grade),primary education (4th grade),other,other,reputation,father,<15 min,2 to 5 hours,0,no,no,yes,no,no,yes,yes,no,4,3,3,4,2,12,10,11,mat,No
287,GP,F,18,U,GT3,T,5th to 9th grade,5th to 9th grade,at_home,at_home,other,mother,<15 min,5 to 10 hours,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,2,5,18,18,19,mat,No
288,GP,F,17,U,GT3,T,primary education (4th grade),primary education (4th grade),services,teacher,reputation,mother,<15 min,5 to 10 hours,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,3,6,13,12,12,mat,No
289,GP,M,18,U,GT3,T,5th to 9th grade,primary education (4th grade),services,services,reputation,mother,<15 min,5 to 10 hours,0,no,no,yes,yes,yes,yes,yes,no,4,2,4,2,6,15,14,14,mat,No
290,GP,M,18,U,LE3,A,higher education,higher education,teacher,teacher,reputation,mother,<15 min,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,5,4,3,2,9,15,13,15,mat,No
291,GP,M,18,U,GT3,T,higher education,5th to 9th grade,teacher,other,home,mother,<15 min,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,5,11,12,11,11,mat,No
292,GP,F,17,U,GT3,T,higher education,secondary education,health,services,reputation,mother,<15 min,5 to 10 hours,0,no,yes,yes,no,yes,yes,yes,no,4,2,2,3,0,15,15,15,mat,No
293,GP,F,18,U,LE3,T,5th to 9th grade,primary education (4th grade),services,at_home,reputation,mother,<15 min,2 to 5 hours,1,no,no,no,no,yes,yes,yes,yes,5,4,3,5,12,12,12,13,mat,No
294,GP,F,17,R,LE3,T,secondary education,primary education (4th grade),services,other,reputation,mother,15 to 30 min.,>10 hours,0,no,yes,yes,no,yes,yes,no,no,3,1,2,3,6,18,18,18,mat,No
295,GP,M,18,R,LE3,T,secondary education,5th to 9th grade,services,other,reputation,mother,15 to 30 min.,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,no,5,4,2,4,8,14,13,14,mat,No
296,GP,M,17,U,GT3,T,secondary education,secondary education,health,other,home,mother,<15 min,<2 hours,0,no,yes,yes,no,yes,yes,yes,no,4,4,3,5,4,14,12,11,mat,No
297,GP,F,19,U,GT3,T,higher education,higher education,health,other,reputation,other,15 to 30 min.,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,2,3,4,2,0,10,9,0,mat,No
298,GP,F,18,U,LE3,T,higher education,secondary education,other,other,home,other,15 to 30 min.,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,yes,4,4,5,2,10,10,8,8,mat,No
299,GP,F,18,U,GT3,T,higher education,secondary education,other,other,reputation,father,<15 min,>10 hours,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,3,0,14,13,14,mat,No
300,GP,M,18,U,LE3,T,higher education,higher education,teacher,teacher,home,mother,<15 min,<2 hours,0,no,yes,yes,no,yes,yes,yes,yes,1,4,2,1,5,16,15,16,mat,No
301,GP,F,18,U,LE3,A,higher education,higher education,health,other,home,mother,<15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,yes,4,2,4,4,14,12,10,11,mat,No
302,GP,M,17,U,LE3,T,higher education,higher education,other,teacher,home,father,15 to 30 min.,<2 hours,0,no,no,yes,no,yes,yes,yes,no,4,1,1,5,0,11,11,10,mat,No
303,GP,F,17,U,GT3,T,higher education,5th to 9th grade,other,other,reputation,mother,15 to 30 min.,5 to 10 hours,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,3,0,15,12,14,mat,No
304,GP,F,17,U,GT3,T,secondary education,5th to 9th grade,health,health,reputation,father,<15 min,>10 hours,0,no,yes,yes,yes,no,yes,yes,no,5,2,2,5,0,17,17,18,mat,No
305,GP,M,19,U,GT3,T,secondary education,secondary education,other,other,home,other,<15 min,2 to 5 hours,1,no,yes,no,yes,yes,yes,yes,yes,4,4,4,3,20,15,14,13,mat,No
306,GP,F,18,U,GT3,T,5th to 9th grade,higher education,services,at_home,reputation,other,<15 min,2 to 5 hours,1,no,yes,yes,yes,yes,yes,yes,no,4,4,3,3,8,14,12,12,mat,No
307,GP,M,20,U,GT3,A,secondary education,5th to 9th grade,services,other,course,other,<15 min,<2 hours,0,no,no,no,yes,yes,yes,no,no,5,5,3,5,0,17,18,18,mat,No
308,GP,M,19,U,GT3,T,higher education,higher education,teacher,services,reputation,other,15 to 30 min.,<2 hours,1,no,yes,yes,no,yes,yes,yes,yes,4,3,4,4,38,8,9,8,mat,No
309,GP,M,19,R,GT3,T,secondary education,secondary education,other,services,reputation,father,<15 min,2 to 5 hours,1,no,no,no,yes,yes,yes,no,yes,4,5,3,5,0,15,12,12,mat,No
310,GP,F,19,U,LE3,T,primary education (4th grade),primary education (4th grade),at_home,other,reputation,other,<15 min,2 to 5 hours,1,yes,yes,no,yes,no,yes,yes,no,4,4,3,3,18,12,10,10,mat,No
311,GP,F,19,U,LE3,T,primary education (4th grade),5th to 9th grade,services,services,home,other,<15 min,2 to 5 hours,1,no,no,no,yes,no,yes,no,yes,4,2,4,3,0,9,9,0,mat,No
312,GP,F,19,U,GT3,T,5th to 9th grade,primary education (4th grade),at_home,other,other,other,30 min to 1 hour,2 to 5 hours,0,no,yes,no,no,yes,no,yes,yes,3,4,1,2,20,14,12,13,mat,No
313,GP,M,19,U,GT3,T,primary education (4th grade),5th to 9th grade,other,services,course,other,<15 min,2 to 5 hours,1,no,no,no,no,no,yes,yes,no,4,5,2,4,3,13,11,11,mat,No
314,GP,F,19,U,LE3,T,secondary education,5th to 9th grade,services,other,reputation,other,15 to 30 min.,2 to 5 hours,1,no,yes,yes,no,no,yes,yes,yes,4,2,2,1,22,13,10,11,mat,No
315,GP,F,19,U,GT3,T,primary education (4th grade),primary education (4th grade),at_home,health,home,other,<15 min,5 to 10 hours,2,no,no,no,no,no,yes,yes,yes,4,1,2,3,14,15,13,13,mat,No
316,GP,F,19,R,GT3,T,5th to 9th grade,secondary education,other,other,reputation,other,<15 min,5 to 10 hours,1,no,no,no,no,yes,yes,yes,yes,4,1,2,3,40,13,11,11,mat,No
317,GP,F,18,U,GT3,T,5th to 9th grade,primary education (4th grade),services,other,course,mother,15 to 30 min.,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,5,3,3,1,0,8,8,0,mat,No
318,GP,F,18,U,GT3,T,higher education,secondary education,other,other,course,mother,<15 min,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,4,5,9,9,10,9,mat,No
319,GP,F,17,R,GT3,T,secondary education,higher education,at_home,services,course,father,<15 min,5 to 10 hours,0,no,yes,yes,yes,no,yes,yes,no,4,3,4,5,0,11,11,10,mat,Si
320,GP,F,18,U,GT3,T,higher education,higher education,teacher,other,course,mother,<15 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,4,4,4,5,2,11,11,11,mat,Si
321,GP,F,17,U,GT3,A,higher education,secondary education,services,services,course,mother,<15 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,yes,5,2,2,5,23,13,13,13,mat,No
322,GP,F,17,U,GT3,T,5th to 9th grade,5th to 9th grade,other,other,course,mother,<15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,no,yes,4,2,2,3,12,11,9,9,mat,No
323,GP,F,17,R,LE3,T,5th to 9th grade,5th to 9th grade,services,services,course,mother,<15 min,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,no,3,3,2,3,3,11,11,11,mat,No
324,GP,F,17,U,GT3,T,secondary education,primary education (4th grade),services,services,course,father,<15 min,5 to 10 hours,0,no,yes,no,no,no,yes,yes,no,3,4,3,5,1,12,14,15,mat,No
325,GP,F,17,U,LE3,T,None,5th to 9th grade,at_home,at_home,home,father,15 to 30 min.,5 to 10 hours,0,no,no,no,no,yes,yes,yes,no,3,3,3,2,0,16,15,15,mat,No
326,GP,M,18,U,GT3,T,higher education,higher education,other,other,course,mother,<15 min,5 to 10 hours,0,no,no,no,yes,yes,yes,yes,no,4,3,3,3,3,9,12,11,mat,No
327,GP,M,17,U,GT3,T,secondary education,secondary education,other,services,reputation,mother,<15 min,<2 hours,0,no,no,no,yes,no,yes,yes,no,4,3,5,5,3,14,15,16,mat,Si
328,GP,M,17,R,GT3,T,5th to 9th grade,5th to 9th grade,services,other,course,mother,>1 hour,<2 hours,0,no,yes,no,no,yes,yes,yes,no,4,4,5,4,8,11,10,10,mat,Si
329,GP,F,17,U,GT3,T,higher education,higher education,teacher,services,course,mother,<15 min,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,no,5,4,4,4,7,10,9,9,mat,No
330,GP,F,17,U,GT3,T,higher education,higher education,teacher,teacher,course,mother,15 to 30 min.,5 to 10 hours,0,no,yes,yes,no,no,yes,yes,yes,4,3,3,4,4,14,14,14,mat,No
331,GP,M,18,U,LE3,T,5th to 9th grade,5th to 9th grade,other,other,course,mother,<15 min,>10 hours,0,no,yes,no,yes,yes,yes,yes,no,4,5,5,5,2,9,8,8,mat,Si
332,GP,F,17,R,GT3,T,5th to 9th grade,higher education,at_home,other,course,father,<15 min,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,yes,4,4,3,5,7,12,14,14,mat,No
333,GP,F,18,U,GT3,T,secondary education,secondary education,services,services,home,mother,<15 min,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,no,5,3,4,4,0,7,0,0,mat,No
334,GP,F,18,U,LE3,T,5th to 9th grade,5th to 9th grade,other,other,home,other,<15 min,2 to 5 hours,0,no,no,no,yes,no,yes,yes,yes,4,3,3,2,0,8,8,0,mat,No
335,GP,F,18,R,GT3,T,5th to 9th grade,5th to 9th grade,at_home,other,course,mother,15 to 30 min.,>10 hours,0,no,no,no,yes,yes,yes,no,no,4,4,4,4,0,10,9,0,mat,No
336,GP,F,17,U,GT3,T,secondary education,higher education,services,other,course,mother,<15 min,5 to 10 hours,0,no,no,no,no,yes,yes,yes,no,4,4,5,5,16,16,15,15,mat,No
337,GP,F,19,R,GT3,A,secondary education,primary education (4th grade),services,at_home,home,other,<15 min,5 to 10 hours,1,no,no,yes,no,yes,yes,no,no,5,4,3,5,12,14,13,13,mat,No
338,GP,F,17,U,GT3,T,secondary education,5th to 9th grade,other,other,home,mother,<15 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,yes,4,3,2,2,0,7,8,0,mat,No
339,GP,F,18,U,LE3,T,secondary education,secondary education,services,services,home,mother,<15 min,>10 hours,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,7,16,15,17,mat,No
340,GP,F,17,R,GT3,A,secondary education,5th to 9th grade,other,other,home,mother,<15 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,2,4,9,10,10,mat,No
341,GP,F,19,U,GT3,T,5th to 9th grade,primary education (4th grade),services,services,home,other,<15 min,5 to 10 hours,1,no,no,yes,yes,yes,yes,yes,yes,4,3,4,3,4,11,12,11,mat,No
342,GP,M,18,U,GT3,T,higher education,higher education,teacher,services,home,father,<15 min,2 to 5 hours,1,no,yes,no,yes,yes,yes,yes,no,4,3,3,2,0,10,10,0,mat,No
343,GP,M,18,U,LE3,T,secondary education,higher education,services,other,home,mother,<15 min,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,4,3,3,5,11,16,15,15,mat,No
344,GP,F,17,U,GT3,A,5th to 9th grade,5th to 9th grade,at_home,at_home,home,father,<15 min,2 to 5 hours,1,no,yes,no,no,yes,yes,yes,yes,3,3,1,4,0,9,8,0,mat,No
345,GP,F,18,U,GT3,T,5th to 9th grade,secondary education,at_home,other,course,mother,<15 min,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,no,4,3,3,3,4,11,10,10,mat,No
346,GP,F,18,U,GT3,T,secondary education,5th to 9th grade,other,services,other,mother,<15 min,5 to 10 hours,0,no,no,no,no,yes,yes,yes,yes,5,4,3,1,7,13,13,14,mat,No
347,GP,M,18,R,GT3,T,higher education,secondary education,teacher,services,course,mother,<15 min,5 to 10 hours,0,no,no,no,no,yes,yes,yes,yes,5,3,2,4,9,16,15,16,mat,No
348,GP,M,18,U,GT3,T,higher education,secondary education,teacher,other,course,mother,<15 min,5 to 10 hours,0,no,yes,yes,no,yes,yes,yes,yes,5,4,5,5,0,10,10,9,mat,No
349,GP,F,17,U,GT3,T,higher education,secondary education,health,other,reputation,mother,<15 min,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,3,4,0,13,15,15,mat,No
350,MS,M,18,R,GT3,T,secondary education,5th to 9th grade,other,other,course,mother,15 to 30 min.,<2 hours,1,no,yes,no,no,no,yes,yes,no,2,5,5,5,10,11,13,13,mat,Si
351,MS,M,19,R,GT3,T,primary education (4th grade),primary education (4th grade),other,services,home,other,30 min to 1 hour,2 to 5 hours,3,no,no,no,no,yes,yes,yes,no,5,4,4,2,8,8,7,8,mat,Si
352,MS,M,17,U,GT3,T,secondary education,secondary education,health,other,course,mother,15 to 30 min.,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,4,5,4,3,2,13,13,13,mat,No
353,MS,M,18,U,LE3,T,primary education (4th grade),secondary education,at_home,services,course,mother,<15 min,<2 hours,1,no,no,no,no,yes,no,yes,yes,4,3,3,3,7,8,7,8,mat,No
354,MS,M,19,R,GT3,T,primary education (4th grade),primary education (4th grade),other,other,home,other,30 min to 1 hour,<2 hours,1,no,yes,no,no,yes,yes,yes,no,4,4,4,5,4,8,8,8,mat,Si
355,MS,M,17,R,GT3,T,higher education,secondary education,services,other,home,mother,15 to 30 min.,2 to 5 hours,0,no,yes,yes,yes,no,yes,yes,yes,4,5,5,2,4,13,11,11,mat,No
356,MS,F,18,U,GT3,T,secondary education,secondary education,services,services,course,father,<15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,no,yes,5,3,4,5,0,10,9,9,mat,No
357,MS,F,17,R,GT3,T,higher education,higher education,teacher,services,other,father,15 to 30 min.,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,5,4,12,13,13,mat,No
358,MS,F,17,U,LE3,A,secondary education,5th to 9th grade,services,other,reputation,mother,15 to 30 min.,2 to 5 hours,0,no,no,no,no,yes,yes,no,yes,1,2,3,5,2,12,12,11,mat,No
359,MS,M,18,U,LE3,T,primary education (4th grade),primary education (4th grade),other,services,home,father,15 to 30 min.,<2 hours,0,no,no,no,no,no,yes,yes,yes,3,3,2,3,4,10,10,10,mat,No
360,MS,F,18,U,LE3,T,primary education (4th grade),primary education (4th grade),at_home,services,course,father,15 to 30 min.,5 to 10 hours,0,no,no,no,no,yes,yes,yes,no,5,3,2,4,0,18,16,16,mat,No
361,MS,F,18,R,LE3,A,primary education (4th grade),higher education,at_home,other,course,mother,30 min to 1 hour,2 to 5 hours,0,no,no,no,no,yes,yes,no,yes,4,3,4,5,0,13,13,13,mat,No
362,MS,M,18,R,LE3,T,primary education (4th grade),primary education (4th grade),at_home,other,other,mother,15 to 30 min.,2 to 5 hours,1,no,no,no,yes,no,no,no,no,4,4,3,5,2,13,12,12,mat,No
363,MS,F,18,U,GT3,T,secondary education,secondary education,services,services,other,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,3,0,11,11,10,mat,No
364,MS,F,17,U,LE3,T,higher education,higher education,at_home,at_home,course,mother,<15 min,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,yes,2,3,4,1,0,16,15,15,mat,No
365,MS,F,17,R,GT3,T,primary education (4th grade),5th to 9th grade,other,services,course,father,15 to 30 min.,2 to 5 hours,0,no,no,no,no,no,yes,no,no,3,2,2,3,0,12,11,12,mat,No
366,MS,M,18,R,GT3,T,primary education (4th grade),secondary education,at_home,other,course,mother,15 to 30 min.,2 to 5 hours,0,no,yes,yes,no,yes,yes,no,no,3,3,4,3,4,10,10,10,mat,Si
367,MS,M,18,U,LE3,T,higher education,higher education,teacher,services,other,mother,15 to 30 min.,5 to 10 hours,0,no,no,yes,no,yes,yes,yes,yes,4,2,2,5,0,13,13,13,mat,No
368,MS,F,17,R,GT3,T,primary education (4th grade),primary education (4th grade),other,services,reputation,mother,30 min to 1 hour,<2 hours,1,no,yes,yes,no,yes,yes,yes,yes,5,2,1,1,0,7,6,0,mat,No
369,MS,F,18,U,GT3,T,5th to 9th grade,secondary education,at_home,services,course,father,15 to 30 min.,<2 hours,0,no,yes,yes,no,yes,yes,yes,yes,5,2,3,4,0,11,10,10,mat,No
370,MS,F,18,R,GT3,T,higher education,higher education,other,teacher,other,father,30 min to 1 hour,2 to 5 hours,0,no,yes,yes,no,no,yes,yes,yes,3,2,2,5,10,14,12,11,mat,Si
371,MS,F,19,U,LE3,T,secondary education,5th to 9th grade,services,services,home,other,15 to 30 min.,2 to 5 hours,2,no,no,no,yes,yes,yes,no,yes,3,2,2,3,4,7,7,9,mat,No
372,MS,M,18,R,LE3,T,primary education (4th grade),5th to 9th grade,at_home,services,other,father,30 min to 1 hour,<2 hours,0,no,yes,yes,yes,yes,no,yes,yes,4,3,3,3,3,14,12,12,mat,No
373,MS,F,17,U,GT3,T,5th to 9th grade,5th to 9th grade,other,at_home,home,mother,<15 min,5 to 10 hours,0,no,no,no,yes,yes,yes,no,yes,3,4,3,3,8,13,11,11,mat,No
374,MS,F,17,R,GT3,T,primary education (4th grade),5th to 9th grade,other,other,course,mother,<15 min,<2 hours,0,no,no,no,yes,yes,yes,yes,no,3,5,5,1,14,6,5,5,mat,No
375,MS,F,18,R,LE3,T,higher education,higher education,other,other,reputation,mother,15 to 30 min.,5 to 10 hours,0,no,no,no,no,yes,yes,yes,no,5,4,4,1,0,19,18,19,mat,No
376,MS,F,18,R,GT3,T,primary education (4th grade),primary education (4th grade),other,other,home,mother,>1 hour,5 to 10 hours,0,no,no,no,no,yes,yes,yes,no,4,3,2,4,2,8,8,10,mat,No
377,MS,F,20,U,GT3,T,higher education,5th to 9th grade,health,other,course,other,15 to 30 min.,5 to 10 hours,2,no,yes,yes,no,no,yes,yes,yes,5,4,3,3,4,15,14,15,mat,No
378,MS,F,18,R,LE3,T,higher education,higher education,teacher,services,course,mother,<15 min,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,no,5,4,3,2,4,8,9,10,mat,Si
379,MS,F,18,U,GT3,T,secondary education,secondary education,other,other,home,mother,<15 min,2 to 5 hours,0,no,no,yes,no,yes,yes,yes,yes,4,1,3,1,0,15,15,15,mat,No
380,MS,F,17,R,GT3,T,secondary education,primary education (4th grade),at_home,other,reputation,mother,<15 min,2 to 5 hours,0,no,yes,yes,yes,no,yes,yes,no,4,5,4,1,17,10,10,10,mat,No
381,MS,M,18,U,GT3,T,higher education,higher education,teacher,teacher,home,father,<15 min,2 to 5 hours,0,no,no,yes,yes,no,yes,yes,no,3,2,4,2,4,15,14,14,mat,No
382,MS,M,18,R,GT3,T,5th to 9th grade,primary education (4th grade),other,other,other,mother,15 to 30 min.,<2 hours,0,no,no,no,yes,no,yes,yes,yes,4,4,3,5,5,7,6,7,mat,No
383,MS,M,17,U,GT3,T,5th to 9th grade,secondary education,other,services,home,father,15 to 30 min.,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,no,4,4,3,3,2,11,11,10,mat,No
384,MS,M,19,R,GT3,T,primary education (4th grade),primary education (4th grade),other,services,other,mother,15 to 30 min.,<2 hours,1,no,no,no,no,yes,yes,no,no,4,3,2,5,0,6,5,0,mat,No
385,MS,M,18,R,GT3,T,higher education,5th to 9th grade,other,other,home,father,15 to 30 min.,<2 hours,1,no,no,yes,no,yes,yes,no,no,5,4,3,3,14,6,5,5,mat,Si
386,MS,F,18,R,GT3,T,5th to 9th grade,5th to 9th grade,at_home,other,other,mother,15 to 30 min.,5 to 10 hours,0,no,no,yes,no,yes,yes,no,no,5,3,3,4,2,10,9,10,mat,No
387,MS,F,18,R,GT3,T,higher education,higher education,teacher,at_home,reputation,mother,30 min to 1 hour,<2 hours,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,3,5,7,6,5,6,mat,No
388,MS,F,19,R,GT3,T,5th to 9th grade,secondary education,services,other,course,mother,<15 min,5 to 10 hours,1,no,no,no,yes,no,yes,yes,no,5,4,2,5,0,7,5,0,mat,No
389,MS,F,18,U,LE3,T,secondary education,primary education (4th grade),teacher,services,course,mother,<15 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,4,3,4,1,0,7,9,8,mat,No
390,MS,F,18,U,GT3,T,primary education (4th grade),primary education (4th grade),other,other,course,mother,15 to 30 min.,2 to 5 hours,1,no,no,no,yes,yes,yes,no,no,1,1,1,5,0,6,5,0,mat,No
391,MS,M,20,U,LE3,A,5th to 9th grade,5th to 9th grade,services,services,course,other,<15 min,2 to 5 hours,2,no,yes,yes,no,yes,yes,no,no,5,5,4,4,11,9,9,9,mat,Si
392,MS,M,17,U,LE3,T,secondary education,primary education (4th grade),services,services,course,mother,15 to 30 min.,<2 hours,0,no,no,no,no,no,yes,yes,no,2,4,5,2,3,14,16,16,mat,Si
393,MS,M,21,R,GT3,T,primary education (4th grade),primary education (4th grade),other,other,course,other,<15 min,<2 hours,3,no,no,no,no,no,yes,no,no,5,5,3,3,3,10,8,7,mat,Si
394,MS,M,18,R,LE3,T,secondary education,5th to 9th grade,services,other,course,mother,30 min to 1 hour,<2 hours,0,no,no,no,no,no,yes,yes,no,4,4,1,5,0,11,12,10,mat,Si
395,MS,M,19,U,LE3,T,primary education (4th grade),primary education (4th grade),other,at_home,course,father,<15 min,<2 hours,0,no,no,no,no,yes,yes,yes,no,3,2,3,5,5,8,9,9,mat,Si
396,GP,F,18,U,GT3,A,higher education,higher education,at_home,teacher,course,mother,15 to 30 min.,2 to 5 hours,0,yes,no,no,no,yes,yes,no,no,4,3,4,3,4,0,11,11,por,No
397,GP,F,17,U,GT3,T,primary education (4th grade),primary education (4th grade),at_home,other,course,father,<15 min,2 to 5 hours,0,no,yes,no,no,no,yes,yes,no,5,3,3,3,2,9,11,11,por,No
398,GP,F,15,U,LE3,T,primary education (4th grade),primary education (4th grade),at_home,other,other,mother,<15 min,2 to 5 hours,0,yes,no,no,no,yes,yes,yes,no,4,3,2,3,6,12,13,12,por,No
399,GP,F,15,U,GT3,T,higher education,5th to 9th grade,health,services,home,mother,<15 min,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,yes,3,2,2,5,0,14,14,14,por,No
400,GP,F,16,U,GT3,T,secondary education,secondary education,other,other,home,father,<15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,no,no,4,3,2,5,0,11,13,13,por,No
401,GP,M,16,U,LE3,T,higher education,secondary education,services,other,reputation,mother,<15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,5,4,2,5,6,12,12,13,por,No
402,GP,M,16,U,LE3,T,5th to 9th grade,5th to 9th grade,other,other,home,mother,<15 min,2 to 5 hours,0,no,no,no,no,yes,yes,yes,no,4,4,4,3,0,13,12,13,por,No
403,GP,F,17,U,GT3,A,higher education,higher education,other,teacher,home,mother,15 to 30 min.,2 to 5 hours,0,yes,yes,no,no,yes,yes,no,no,4,1,4,1,2,10,13,13,por,No
404,GP,M,15,U,LE3,A,secondary education,5th to 9th grade,services,other,home,mother,<15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,4,2,2,1,0,15,16,17,por,No
405,GP,M,15,U,GT3,T,secondary education,higher education,other,other,home,mother,<15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,5,5,1,5,0,12,12,13,por,No
406,GP,F,15,U,GT3,T,higher education,higher education,teacher,health,reputation,mother,<15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,3,3,3,2,2,14,14,14,por,No
407,GP,F,15,U,GT3,T,5th to 9th grade,primary education (4th grade),services,other,reputation,father,30 min to 1 hour,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,no,5,2,2,4,0,10,12,13,por,No
408,GP,M,15,U,LE3,T,higher education,higher education,health,services,course,father,<15 min,<2 hours,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,5,0,12,13,12,por,No
409,GP,M,15,U,GT3,T,higher education,secondary education,teacher,other,course,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,5,4,3,3,0,12,12,13,por,No
410,GP,M,15,U,GT3,A,5th to 9th grade,5th to 9th grade,other,other,home,other,<15 min,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,yes,4,5,2,3,0,14,14,15,por,No
411,GP,F,16,U,GT3,T,higher education,higher education,health,other,home,mother,<15 min,<2 hours,0,no,yes,no,no,yes,yes,yes,no,4,4,4,2,6,17,17,17,por,No
412,GP,F,16,U,GT3,T,higher education,higher education,services,services,reputation,mother,<15 min,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,no,3,2,3,2,10,13,13,14,por,No
413,GP,F,16,U,GT3,T,secondary education,secondary education,other,other,reputation,mother,30 min to 1 hour,2 to 5 hours,0,yes,yes,no,yes,yes,yes,no,no,5,3,2,4,2,13,14,14,por,No
414,GP,M,17,U,GT3,T,secondary education,5th to 9th grade,services,services,course,mother,<15 min,<2 hours,3,no,yes,yes,yes,yes,yes,yes,no,5,5,5,5,2,8,8,7,por,Si
415,GP,M,16,U,LE3,T,higher education,secondary education,health,other,home,father,<15 min,<2 hours,0,no,no,no,yes,yes,yes,yes,no,3,1,3,5,6,12,12,12,por,No
416,GP,M,15,U,GT3,T,higher education,secondary education,teacher,other,reputation,mother,<15 min,2 to 5 hours,0,no,no,no,no,yes,yes,yes,no,4,4,1,1,0,12,13,14,por,No
417,GP,M,15,U,GT3,T,higher education,higher education,health,health,other,father,<15 min,<2 hours,0,no,yes,yes,no,yes,yes,yes,no,5,4,2,5,0,11,12,12,por,No
418,GP,M,16,U,LE3,T,higher education,5th to 9th grade,teacher,other,course,mother,<15 min,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,no,4,5,1,5,0,12,13,14,por,No
419,GP,M,16,U,LE3,T,5th to 9th grade,5th to 9th grade,other,other,reputation,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,5,2,10,10,10,por,Si
420,GP,F,15,R,GT3,T,5th to 9th grade,higher education,services,health,course,mother,<15 min,5 to 10 hours,0,yes,yes,no,yes,yes,yes,yes,no,4,3,2,5,2,10,11,10,por,No
421,GP,F,16,U,GT3,T,5th to 9th grade,5th to 9th grade,services,services,home,mother,<15 min,<2 hours,0,no,yes,no,no,no,yes,yes,no,1,2,2,5,6,10,11,12,por,No
422,GP,M,15,U,GT3,T,5th to 9th grade,5th to 9th grade,other,other,home,mother,<15 min,<2 hours,0,no,yes,no,no,yes,yes,yes,no,4,2,2,5,8,11,12,12,por,No
